address,city,name,postalCode,province,websites
397 Santa Rosa St,San Luis Obispo,Taco Bell,93405,CA,https://locations.tacobell.com/ca/san-luis-obispo/397-santa-rosa.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=024283andutm_content=websitehttp://www.tacobell.com
1690 N Center St,Lonoke,Taco Bell,72086,AR,http://www.tacobell.comhttps://locations.tacobell.com/ar/lonoke/1690-n--center-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=C029021andutm_content=website
1102 N 2nd St,Clinton,Taco Bell,52732,IA,http://www.tacobell.comhttps://locations.tacobell.com/ia/clinton/1102-north-2nd-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=019966andutm_content=websitehttps://locations.tacobell.com/ia/clinton/1102-north-2nd-street.html?utm_source= yextandutm_campaign=yextpowerlistings andutm_medium=referralandutm_term=019966andutm_content=website
1885 E State Road 163,Clinton,Taco Bell,47842,IN,https://locations.tacobell.com/in/clinton/1885-e--state-road-163.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=D624001andutm_content=websitehttp://www.tacobell.comhttps://locations.tacobell.com/in/clinton/1885-e--state-road-163.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=D624001&utm_content=website
1807 N Broadway,Santa Maria,Taco Bell,93454,CA,https://locations.tacobell.com/ca/santa-maria/1807-n--broadway.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026420andutm_content=website
1305 N Main St,Orrville,Taco Bell,44667,OH,https://locations.tacobell.com/oh/orrville/1305-north-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030668andutm_content=websitehttp://www.tacobell.com
4109 Columbus St,Ottawa,Taco Bell,61350,IL,http://www.tacobell.comhttps://locations.tacobell.com/il/ottawa/4109-columbus-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027896andutm_content=website
36 Lynn Ave,Oxford,Taco Bell,45056,OH,https://locations.tacobell.com/oh/oxford/36-lynn-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=032893andutm_content=websitehttp://www.tacobell.comhttps://locations.tacobell.com/oh/oxford/36-lynn-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=032893&utm_content=website
571 S Highway 160,Pahrump,Taco Bell,89048,NV,http://www.tacobell.comhttps://locations.tacobell.com/nv/pahrump/571-s-highway-160.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031870andutm_content=websitehttps://locations.tacobell.com/nv/pahrump/571-s-highway-160.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=031870&utm_content=website
22 W Main St,Rexburg,Taco Bell,83440,ID,https://locations.tacobell.com/id/rexburg/22-west-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029852andutm_content=websitehttp://www.tacobell.com
71 Mccurdy Ave N,Rainsville,Taco Bell,35986,AL,http://www.tacobell.comhttps://locations.tacobell.com/al/rainsville/71-mccurdy-ave-n.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027310andutm_content=websitehttps://locations.tacobell.com/al/rainsville/71-mccurdy-ave-n.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=027310&utm_content=website
2421 Plaza St,Rawlins,Taco Bell,82301,WY,https://locations.tacobell.com/wy/rawlins/2421-plaza-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023086andutm_content=websitehttp://www.tacobell.com
703 E Main St,Anoka,Hardee's,55303,MN,http://www.hardees.com
909 Highway 278 E,Amory,Hardee's,38821,MS,http://www.hardees.com
25 Lakeview Cir,Atmore,Hardee's,36502,AL,http://www.hardees.com
1 Main St,East Hartford,Taco Bell,6118,CT,http://www.tacobell.comhttps://locations.tacobell.com/ct/east-hartford/1-main-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029326&utm_content=website
1750 Mountain City Hwy,Elko,Taco Bell,89801,NV,http://www.tacobell.comhttps://locations.tacobell.com/nv/elko/1750-mountain-city-highway.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031885andutm_content=website
4501 N 1st Ave,Evansville,Taco Bell,47710,IN,http://www.tacobell.comhttps://locations.tacobell.com/in/evansville/4501-1st-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028864andutm_content=website
137 Village Ln,Hazard,Taco Bell,41701,KY,http://www.tacobell.comhttps://locations.tacobell.com/ky/hazard/137-village-lane.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031444andutm_content=website
3075 N Bend Rd,Hebron,Taco Bell,41048,KY,http://www.tacobell.comhttps://locations.tacobell.com/ky/hebron/3075-n-bend-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=033649&utm_content=website
1240 N China Lake Blvd,Ridgecrest,Taco Bell,93555,CA,http://www.tacobell.comhttps://locations.tacobell.com/ca/ridgecrest/1240-n-china-lake-blvd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=022229&utm_content=websitehttps://locations.tacobell.com/ca/ridgecrest/1240-n-china-lake-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022229andutm_content=website
4413 Mcmasters Ave,Hannibal,Taco Bell,63401,MO,http://www.tacobell.comhttps://locations.tacobell.com/mo/hannibal/4413-mcmasters-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002820andutm_content=websitehttps://locations.tacobell.com/mo/hannibal/4413-mcmasters-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=002820&utm_content=website
629 Highway 62 65 N,Harrison,Taco Bell,72601,AR,http://www.tacobell.comhttps://locations.tacobell.com/ar/harrison/629-highway-6265-north.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=003604andutm_content=website
513 E 6th St,Carroll,Taco John's,51401,IA,https://www.tacojohns.comhttp://locations.tacojohns.com/ia/carroll/513-e-6th-street.html
6210 University Ave,Cedar Falls,Taco John's,50613,IA,http://locations.tacojohns.com/ia/cedar-falls/6210-university-avenue.html
625 W Willow Ave,Colby,Taco John's,67701,KS,http://locations.tacojohns.com/ks/colby/625-w-willow.html
1503 S Santa Fe Ave,Chanute,Taco John's,66720,KS,https://www.tacojohns.comhttp://locations.tacojohns.com/ks/chanute/1503-s-santa-fe-avenue.html
1314 Harlan Dr,Bellevue,Taco John's,68005,NE,http://locations.tacojohns.com/ne/bellevue/1314-harlan-drive.htmlhttp://tacojohns.com
3936 Franklin St,Michigan City,Taco Bell,46360,IN,http://www.tacobell.com
125 NE Loop 564,Mineola,Taco Bell,75773,TX,https://locations.tacobell.com/tx/mineola/125-n-e-loop-564.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028281andutm_content=websitehttp://www.tacobell.comhttps://locations.tacobell.com/tx/mineola/125-ne-loop-564.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=028281&utm_content=website
222 US Highway 66 E,Tell City,Taco Bell,47586,IN,http://www.tacobell.comhttps://locations.tacobell.com/in/tell-city/222-hwy--66-east.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=005069andutm_content=website
1701 Highway 43 North,Thomasville,Taco Bell,36784,AL,http://www.tacobell.com
15049 US Highway 19 S,Thomasville,Taco Bell,31792,GA,http://www.tacobell.com
2714 N Vermilion St,Danville,Taco Bell,61832,IL,http://www.tacobell.comhttps://locations.tacobell.com/il/danville/2714-n-vermillion-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=021538andutm_content=website
512 W 22nd St,Stuttgart,Taco Bell,72160,AR,http://www.tacobell.comhttps://locations.tacobell.com/ar/stuttgart/512-w--22nd-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=009571andutm_content=website
1319 S Muskogee Ave,Tahlequah,Taco Bell,74464,OK,https://locations.tacobell.com/ok/tahlequah/1319-s-muskogee-avenue.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004359andutm_content=websitehttp://www.tacobell.com
575 S Main St,Bishop,Jack in the Box,93514,CA,http://www.jackinthebox.com
105 E 5th St,Douglas,Carl's Jr.,85607,AZ,http://www.carlsjr.com
104 5th St,Douglas,McDonald's,85607,AZ,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
506 S Bloomfield Blvd,Bloomfield,KFC,87413,NM,http://www.kfc.comhttp://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJK4huWG_sIu4NNmnSCUNMEksTnjLA8p5Uf-qTCKPFuzn4FXWZj4XEox9VdfBmzDFe5QRO18vR4IvkHIco_K2IohZBmD2wHQQGi8Pne7Hw6vXBAIX9t5AsGzfklrQ9-cYjpGRhKdckZUKbJOsECOdQfbvj3VGFVfS7yXIC4vX4NHgO02-hb56edWkNin3Hch7_oIegJ-tkcpgkDU7BCTnbHxWuxQd47tKfnydo7hmtDAsU-ni4iTart73HvufMivyFqGnLw_-0On46AsqL_utVuNNOugs_X0oHjiDFakcI4ck6r4lSjCPa2QYERClhuClZkNwQppwSAztVFl2r8QPzwg&placement=listing_profile&cs_user=unknown&cs_session=b2c919537e221012815f2b50b944e996a932ff40
500 W Broadway Ave,Bloomfield,Domino's Pizza,87413,NM,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
2000 South Ave 3 E,Yuma,Arby's,85365,AZ,http://www.arbys.com
1720 West Thatcher Blvd,Safford,Arby's,85546,AZ,http://www.arbys.com
3114 Pine St,Arkadelphia,McDonald's,71923,AR,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
966 Gilberts Ferry Rd,Attalla,Arby's,35954,AL,http://www.arbys.comhttp://locations.arbys.com/us/al/attalla/966-gilberts-ferry-rd.html
4708 W 7th St,Texarkana,Chicken Express,75501,TX,http://www.chickene.comhttp://chickene.com
78 Town St,Norwich,McDonald's,6360,CT,http://mcdonalds.com
109 Salem Tpke,Norwich,McDonald's,6360,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
561 Long Hill Rd,Groton,McDonald's,6340,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1678 Connecticut 12,Gales Ferry,McDonald's,6335,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
117 Boston Post Rd,Waterford,McDonald's,6385,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
13731 Round Lake Blvd NW,Andover,McDonald's,55304,MN,http://mcdonalds.com
3149 S Perkins Rd,Memphis,Checkers,38118,TN,https://locations.checkers.com/tn/memphis/3149-south-perkins-rdhttps://www.checkers.com
14001 Towne Loop Blvd,Orlando,McDonald's,32837,FL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
8221 W Broward Blvd,Fort Lauderdale,KFC,33324,FL,http://www.kfc.com
390 Foxon Blvd,New Haven,Burger King,6513,CT,http://www.bk.comhttps://locations.bk.com/ct/new-haven/390-foxon-blvd.html
6080 S Congress Ave,Lake Worth,Burger King,33462,FL,http://www.bk.com
20505 Old Cutler Rd,Miami,Burger King,33189,FL,http://www.bk.com
1994 Silas Deane Hwy,Rocky Hill,McDonald's,6067,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
32 Shunpike Rd,Cromwell,KFC,6416,CT,http://www.kfc.com
186 Prospect Ave,Hartford,Burger King,6106,CT,http://www.bk.comhttps://locations.bk.com/ct/hartford/186-prospect-ave.html
2375 Berlin Tpke,Newington,McDonald's,6111,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
3181 Sr 44,New Smyrna Beach,McDonald's,32168,FL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
815 S Congress Ave,West Palm Beach,Burger King,33406,FL,http://www.bk.com
1452 Pasadena Ave S,Saint Petersburg,Wendy's,33707,FL,http://www.wendys.com
2300 W Sunrise Blvd,Fort Lauderdale,Mcdonalds,33311,FL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
9220 W Commercial Blvd,Fort Lauderdale,McDonald's,33351,FL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
171 S Indiana Ave,Englewood,Burger King,34223,FL,http://www.bk.com
415 US Highway 41 Byp N,Venice,Burger King,34285,FL,http://www.bk.com
1855 N Flamingo Rd,Fort Lauderdale,Burger King,33323,FL,http://www.bk.com
7299 W Commercial Blvd,Fort Lauderdale,Burger King,33319,FL,http://www.bk.com
2201 W Oakland Park Blvd,Fort Lauderdale,Burger King,33311,FL,http://www.bk.com
7871 Pines Blvd,Hollywood,Burger King,33024,FL,http://www.bk.com
3200 N University Dr,Fort Lauderdale,Burger King,33351,FL,http://www.bk.com
131 West 23rd St,Panama City,Krystal,32405,FL,http://t.co/3VQiWtMxPfhttp://www.krystal.com/locations/florida/panama-city-west-23rd-street/
235 Palm Bay Rd W,Melbourne,McDonald's,32904,FL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
18878 Coastal Hwy,Rehoboth Beach,McDonald's,19971,DE,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
28669 E Dupont Hwy,Millsboro,Arby's,19966,DE,http://www.arbys.comhttp://locations.arbys.com/us/de/millsboro/28669-e-dupont-hwy.html
820 Norman Eskridge Hwy,Seaford,Pizza Hut,19973,DE,http://www.pizzahut.com
2340 St Rd 16,Saint Augustine,McDonald's,32084,FL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
11400 Forest Ln,Clive,McDonald's,50325,IA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
163 Altama Connector,Brunswick,Arby's,31525,GA,http://www.arbys.comhttp://arbys.comhttp://locations.arbys.com/us/ga/brunswick/163-altama-connector.html
410 S Columbia Ave Ste Q,Rincon,Arby's,31326,GA,http://www.arbys.comhttp://locations.arbys.com/us/ga/rincon/410-s-columbia-ave-ste-q.html
4690 Us Highway 80 E,Savannah,Five Guys,31410,GA,http://fiveguys.com
13791 US Highway 19 S,Thomasville,Jimmy John's,31792,GA,
523 S Burlington Ave,Hastings,Subway,68901,NE,http://www.subway.com
440 West 3rd,Chadron,Arby's,69337,NE,http://www.arbys.comhttp://locations.arbys.com/us/ne/chadron/440-west-3rd.html
3706 Cimarron Ave,Hastings,Taco Bell,68901,NE,http://www.tacobell.comhttps://locations.tacobell.com/ne/hastings/3706-cimarron-ave-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=024210andutm_content=websitehttps://locations.tacobell.com/ne/hastings/3706-cimarron-ave-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=024210&utm_content=website
927 W 14th St,Hastings,Burger King,68901,NE,https://locations.bk.com/ne/hastings/927-w-14-st.htmlhttp://www.bk.com
710 Riverside Mall,Utica,McDonald's,13502,NY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
225 Western Ave,Augusta,Subway,4330,ME,http://www.subway.com
2423 N Main St,Roswell,Domino's Pizza,88201,NM,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps
2110 N Main St,Roswell,Whataburger,88201,NM,https://locations.whataburger.com/nm/roswell/2110-n-main-st.html/https://locations.whataburger.com/nm/roswell/2110-n-main-st.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpageshttps://locations.whataburger.com/nm/roswell/2110-n-main-st.html/?utm_source=yextpages&utm_medium=locallistings&utm_campaign=yextpages
1101 N Main St,Roswell,Wendy's,88201,NM,http://www.wendys.com
1103 Main Ave,Crete,Runza,68333,NE,
223 W 4th Street,Holloman Air Force Base,McDonalds,88330,NM,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
421 S White Sands Blvd,Alamogordo,Arby's,88310,NM,https://locations.arbys.com/us/nm/alamogordo/421-s-white-sands-blvd.htmlhttp://www.arbys.comhttp://locations.arbys.com/us/nm/alamogordo/421-s-white-sands-blvd.html
1518 E Santa Fe Ave,Grants,Taco Bell,87020,NM,https://locations.tacobell.com/nm/grants/1518-e-santa-fe-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033694andutm_content=websitehttp://www.tacobell.comhttps://locations.tacobell.com/nm/grants/1518-e-santa-fe-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=033694&utm_content=website
1335 Grand Ave,Las Vegas,Burger King,87701,NM,https://locations.bk.com/nm/las-vegas/1335-north-grand-ave.htmlhttp://www.bk.com
200 N Main St,Roswell,Subway,88201,NM,http://subway.comhttp://www.subway.com
1800 W Santa Fe Ave,Grants,KFC,87020,NM,http://www.kfc.com
324 S Canal St,Carlsbad,Wendy's,88220,NM,http://www.wendys.com
1305 W Pierce,Carlsbad,Arby's,88220,NM,http://www.arbys.comhttp://locations.arbys.com/us/nm/carlsbad/1305-w-pierce.html
1231 Union Ave,Laconia,McDonald's,3246,NH,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
585 Union Ave,Laconia,Domino's Pizza,3246,NH,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps
1711 7th St,Las Vegas,Arby's,87701,NM,https://locations.arbys.com/us/nm/las-vegas/1711-7th-st.htmlhttp://www.arbys.comhttp://locations.arbys.com/us/nm/las-vegas/1711-7th-st.html
611 Mills Ave,Las Vegas,Domino's Pizza,87701,NM,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
1415 7th St,Las Vegas,Taco Bell,87701,NM,https://locations.tacobell.com/nm/las-vegas/1415-7th-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=024685andutm_content=websitehttp://www.tacobell.comhttps://locations.tacobell.com/nm/las-vegas/1415-7th-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=024685&utm_content=website
276 Grant Ave,Auburn,KFC,13021,NY,
5800 Tri State Toll Rd,Hinsdale,Subway,60521,IL,http://www.subway.comhttp://subway.com
171 Market St,Potsdam,McDonald's,13676,NY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1602 State Highway 37,Massena,Taco Bell,13662,NY,http://www.tacobell.comhttps://locations.tacobell.com/ny/massena/1602-state-highway-37.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=015717andutm_content=websitehttps://locations.tacobell.com/ny/massena/1602-state-highway-37.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=015717&utm_content=website
176 Market St,Potsdam,Burger King,13676,NY,http://www.bk.comhttps://locations.bk.com/ny/potsdam/176-market-st.htmlhttps://www.bk.com
735 Broad St,Salamanca,McDonald's,14779,NY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
379 Chestnut St,Oneonta,McDonald's,13820,NY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
732 State Highway 28,Oneonta,Taco Bell,13820,NY,http://www.tacobell.comhttps://locations.tacobell.com/ny/oneonta/732-state-highway-28.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026365andutm_content=websitehttps://locations.tacobell.com/ny/oneonta/732-state-highway-28.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=026365&utm_content=website
5044 State Highway 23,Oneonta,Burger King,13820,NY,https://locations.bk.com/ny/oneonta/5044-state-highway-23.htmlhttp://www.bk.com
10389 Airline Hwy,Baton Rouge,Waffle House,70816,LA,https://locations.wafflehouse.com/la-baton-rouge-155
21182 Salmon Run Mall Loop W Ste 204,Watertown,Taco Bell,13601,NY,http://www.tacobell.com
2291 Roosevelt Rd,Marinette,McDonalds,54143,WI,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
555 Albany Ave,Kingston,McDonald's,12401,NY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
4407 Mcmasters Ave,Hannibal,McDonald's,63401,MO,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
412 N State St,Park Hills,Taco Bell,63601,MO,https://locations.tacobell.com/mo/desloge/412-n-state-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028487andutm_content=websitehttp://www.tacobell.com
1208 N Desloge Dr,Park Hills,Jack in the Box,63601,MO,http://www.jackinthebox.comhttps://www.jackinthebox.com/locationshttp://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJIz5NnOhGJExZnz901Wm4LT4s7DS1vfytZSONZvf_aH2t4ZmZ2O0La7vCbFdno9opTizXy2rKhY-CqZK0f8d_f4aNR7tVYvTlXyV_Gl8XVjqua_bkiaN32ev8QsxiIN1iQl6Y4zv8nBN7Y1x1R58HTYTjz1Fs5IA58hYQ3wDLvUdc9If2zUu8Hmk8_mTLaFCqNMnpRwq5hn7g1pEittzmJ6XsfysniYwehWkZMVfZSInSx0uy1GytMwXTX8l9sfx7flG2ZrOy_wv_8GcY4iZCNuo4nfAY_puQ_4HRUTBOUttTCx-Q5Liax_QGk-zd8gzTxO5aYEiQ6cNwyYBKQzVk5IOiin1Inu2p&placement=listing_profile&cs_user=unknown&cs_session=a6e1e1d2c7e1c1bfbf275f59ed44e15c1700b3b1
1303 S Perryville Blvd,Perryville,Taco Bell,63775,MO,http://www.tacobell.comhttps://locations.tacobell.com/mo/perryville/1303-s-perryville-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028491andutm_content=websitehttps://locations.tacobell.com/mo/perryville/1303-s-perryville-blvd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=028491&utm_content=website
1302 S Perryville Blvd,Perryville,McDonald's,63775,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1205 S Perryville Blvd,Perryville,Burger King,63775,MO,http://www.bk.comhttps://locations.bk.com/mo/perryville/1205-perryville-blvd.html
900 E Avenue E,Alpine,McDonald's,79830,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
15232 Bluebird St NW,Andover,McDonald's,55304,MN,http://mcdonalds.com
1301 Commercial Ave,Anacortes,McDonald's,98221,WA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
460 S State St,Clarksdale,McDonald's,38614,MS,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
18201 Mack Ave,Grosse Pointe,McDonald's,48236,MI,http://mcdonalds.com
1505 Main St,Hamilton,McDonald's,45013,OH,http://mcdonalds.com
Route 12b,Hamilton,McDonald's,13346,NY,http://mcdonalds.com
880 Horizon South Pkwy,Grovetown,McDonald's,30813,GA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1101 N Service Rd E,Ruston,Ryan's,71270,LA,http://locations.buffet.com/va/woodbridge/0211/
98 Mcmeans Ave,Bay Minette,McDonald's,36507,AL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
320 Cross County Plz,Batesville,McDonald's,47006,IN,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
4942 Lanier Islands Pkwy,Buford,Shoney's on the Go,30518-1714,GA,http://facebook.com/shoneys
3302 16th St,Bedford,McDonald's,47421,IN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
110 Woolper Ave,Cincinnati,Richie's Restaurant,45220-1216,OH,http://richiesrestaurant.com
1074 Idaho St Ste 150,Elko,Quiznos,89801,NV,http://quiznos.comhttp://restaurants.quiznos.com/nv/elko/11thstreetelko-89801
2520 S Maryland Pkwy Ste A,Las Vegas,Domino's Pizza,89109,NV,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
803 S Park Dr,Broken Bow,Sonic Drive-In,74728,OK,https://locations.sonicdrivein.com/ok/broken-bow/803-s--park-drive.htmlhttp://sonicdrivein.com
3220 Fountain Way,Winnemucca,Burger King,89445,NV,http://www.bk.comhttps://locations.bk.com/nv/winnemucca/3220-fountain-way.html
1930 W Winnemucca Blvd,Winnemucca,McDonald's,89445,NV,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2500 Idaho St,Elko,Burger King,89801,NV,http://www.bk.comhttps://locations.bk.com/nv/elko/2500-idaho-st.html
